Text,Label,Cluster,Predicted Sentiment,Real Sentiment
hahaha bob marley one,2,Cluster 2,Neutral,Positive
whyd u feel awful last night,2,Cluster 2,Neutral,Neutral
consolation youre definitely one hottest ggs imho,2,Cluster 2,Neutral,Neutral
feel loop twitter desktop havent listened weekly read engadget ages,2,Cluster 2,Neutral,Neutral
lol girl stop student cant afford pop eyeshadows hooked,2,Cluster 2,Neutral,Neutral
upset,2,Cluster 2,Neutral,Negative
misses home farm,2,Cluster 2,Neutral,Neutral
thanks,2,Cluster 2,Neutral,Positive
illustrated hard argue w cause makes great points cant wrap heart around one,2,Cluster 2,Neutral,Neutral
love charge,2,Cluster 2,Neutral,Positive
needs stop taking photos peoples cameras luckily photos delivered,2,Cluster 2,Neutral,Neutral
morning twitter,2,Cluster 2,Neutral,Neutral
watched coraline last night really good animation excellent creativity inspirational,2,Cluster 2,Neutral,Positive
brad paisleyalison krauss whiskey lullabyso sad awesome,2,Cluster 2,Neutral,Positive
twitter foking today arg hours work till weekend woooooo,2,Cluster 2,Neutral,Neutral
yes really hoped one last gas price story guess wasnt meant,2,Cluster 2,Neutral,Neutral
blue skies still grey hazy window,2,Cluster 2,Neutral,Neutral
looool chips ketchup ya waili alaiiik lets fish fingers im sure baked beans though,2,Cluster 2,Neutral,Neutral
hear u barley keep followers currently tuff mobile device,2,Cluster 2,Neutral,Neutral
looking forward following journey endeavor subscribed blog,2,Cluster 2,Neutral,Neutral
hates ac doesnt work hot,2,Cluster 2,Neutral,Neutral
real bad headache,2,Cluster 2,Neutral,Negative
hanging goddaughters,2,Cluster 2,Neutral,Neutral
finished death du jour schools nerd,2,Cluster 2,Neutral,Negative
happyemox lmao lucky minutes foot ewww schoollol bus,2,Cluster 2,Neutral,Positive
sigh always disappoint people get way everyone im might disappoint everyone else,2,Cluster 2,Neutral,Neutral
tired ive walked kilometres today,2,Cluster 2,Neutral,Neutral
working resume listening rain enjoying circus boy,2,Cluster 2,Neutral,Neutral
im always last one officeespecially friday,2,Cluster 2,Neutral,Neutral
app changed wallpaper one several hundred random intervals hard find good wallpapers,2,Cluster 2,Neutral,Neutral
lol get bed,2,Cluster 2,Neutral,Positive
poor wavves meltdown barcelona drummer walked shoes thrown hands face,2,Cluster 2,Neutral,Neutral
thinks malibu drink lets hit bottle woop woop,2,Cluster 2,Neutral,Neutral
course lol eat,2,Cluster 2,Neutral,Positive
ianne im terrance middle left side center see u,2,Cluster 2,Neutral,Neutral
awe man hope someone turns,2,Cluster 2,Neutral,Neutral
irma vep rehearsals nonot really,2,Cluster 2,Neutral,Neutral
heavenly donuts nightsounds like heavenly match siyalr,2,Cluster 2,Neutral,Positive
need serious cheering,2,Cluster 2,Neutral,Positive
long hope x,2,Cluster 2,Neutral,Positive
sent fr yesterday,2,Cluster 2,Neutral,Neutral
scared waiting call,2,Cluster 2,Neutral,Negative
wow one loves,2,Cluster 2,Neutral,Positive
mon ami since years young loveeee foreverrr,2,Cluster 2,Neutral,Neutral
whatever pung haha dont care jk,2,Cluster 2,Neutral,Positive
retweetings favorite palin,2,Cluster 2,Neutral,Positive
boognish wishes clemmie would nice httpappsfacebookcomcatbookprofileview,2,Cluster 2,Neutral,Positive
geez sorry hear steph hope things improve soon know aint much sorry,2,Cluster 2,Neutral,Positive
ugh unattractive u might well drink regular glass really dont like,2,Cluster 2,Neutral,Negative
listens msi bakes banana bread weird remarkably much anymore,2,Cluster 2,Neutral,Neutral
grrrstupid internet connection ruined great scrabble game,2,Cluster 2,Neutral,Positive
havent replying people seriously havent refreshed twitter sorry thanks,2,Cluster 2,Neutral,Neutral
watching role models absolutely hilarious,2,Cluster 2,Neutral,Neutral
feeling effects spring sinuses killing,2,Cluster 2,Neutral,Positive
got done working outrelaxing work,2,Cluster 2,Neutral,Neutral
come overhere dutch dont dub might go hour bringtaraback,2,Cluster 2,Neutral,Neutral
admit im bit bummed wasnt friends walking today,2,Cluster 2,Neutral,Neutral
stuck traffic way costa mesa,2,Cluster 2,Neutral,Neutral
thank approving application twa forum honey keep good work,2,Cluster 2,Neutral,Neutral
positive thinker sure keeping around,2,Cluster 2,Neutral,Positive
woke sound neighbor getting new roof,2,Cluster 2,Neutral,Neutral
oh im sorry hun im fine thankskids driving nuts hey ho theyre back school monday,2,Cluster 2,Neutral,Neutral
think get states theyll probably still touring wont home dammit,2,Cluster 2,Neutral,Neutral
july long,2,Cluster 2,Neutral,Neutral
oh yes amazed nice next go drive thats trust us haha,2,Cluster 2,Neutral,Positive
awww rusks good tummy aches though p try fennel camomile tea works obviously try,2,Cluster 2,Neutral,Neutral
tea mmmm crispy cake headphones,2,Cluster 2,Neutral,Neutral
hate weather sucks wanted go tonight n mess like,2,Cluster 2,Neutral,Negative
think goes everything thought olympic spirit team gb iswas,2,Cluster 2,Neutral,Neutral
thanks asking sarah glad tomorrow th holiday korea rest right rain,2,Cluster 2,Neutral,Positive
umm abt comment like p dont like,2,Cluster 2,Neutral,Positive
ur name also naina,2,Cluster 2,Neutral,Neutral
awww im sorry hun im sure didnt purpose though seems sweet maybe hour thing,2,Cluster 2,Neutral,Neutral
adsense exchange rate inr,2,Cluster 2,Neutral,Neutral
ah sorry hear saw pic chi looks cool got beagle oripei,2,Cluster 2,Neutral,Neutral
saw red audi highway sped uo hoping loss,2,Cluster 2,Neutral,Neutral
super bummed whitecaps game plans friends fell throughi need home let sitter go,2,Cluster 2,Neutral,Neutral
dave thanks playing happy birthday nkotb today bday lonely bday today,2,Cluster 2,Neutral,Positive
seems like everyone us watching xmen feel like ive started revolution feels nice,2,Cluster 2,Neutral,Neutral
hello see online u talk pleeez fellow bamf lol,2,Cluster 2,Neutral,Neutral
wow purple leopard skin fieeerrceee,2,Cluster 2,Neutral,Neutral
tired hearing stories everybody going ibiza,2,Cluster 2,Neutral,Neutral
souljaa couldnt eat,2,Cluster 2,Neutral,Neutral
top cashier work today woot woot drink,2,Cluster 2,Neutral,Positive
im going cruise wish im going vacation thanks though,2,Cluster 2,Neutral,Neutral
guys rocked tonight la love ya guys cab wait see another awesome show soon,2,Cluster 2,Neutral,Neutral
im definitely makeup challenged curling lashes tined moisturiser tip come glossary,2,Cluster 2,Neutral,Neutral
earliest ive ages body crying go back sleep must resist shower trick,2,Cluster 2,Neutral,Neutral
going chiro see wrong bum ankle,2,Cluster 2,Neutral,Neutral
arrived office preparing busy day listening debussy songs always makes feel better,2,Cluster 2,Neutral,Neutral
thought id check home minutes ago downloading update home squarethats cant bothered sony,2,Cluster 2,Neutral,Neutral
hahah yeah problem tomorrow bday dinner terry dont think well see fight,2,Cluster 2,Neutral,Positive
didnt get although religious thing think ill let one slip,2,Cluster 2,Neutral,Neutral
ideas gallore rock opera ftw yes tweets kayleigh writing rock opera info email us coatandkaycom,2,Cluster 2,Neutral,Neutral
two rooms packed cleaned three go,2,Cluster 2,Neutral,Neutral
listen back around love song meet tomorrow cant go swimming sorry,2,Cluster 2,Neutral,Neutral
happy mothers day well good one,2,Cluster 2,Neutral,Positive
wishing mommies happy mothers day,2,Cluster 2,Neutral,Positive
happy mothers day mi mothers thanks whatever,2,Cluster 2,Neutral,Positive
happy mums day kinduhh major crush alex johnson cab,2,Cluster 2,Neutral,Neutral
company hey kathy happy mothers day,2,Cluster 2,Neutral,Neutral
mum asked us thank introducing us kennys mothers day dinner,2,Cluster 2,Neutral,Neutral
guess much hope nice relaxing mothers day happy mothers day mommies,2,Cluster 2,Neutral,Positive
pretty good day lets see night goes oh work day tomorrow picnic,2,Cluster 2,Neutral,Neutral
happy star wars day may fourth,2,Cluster 2,Neutral,Positive
mothers day classic went really well despite cold start,2,Cluster 2,Neutral,Neutral
course happens day got carwash,2,Cluster 2,Neutral,Neutral
really good day today,2,Cluster 2,Neutral,Positive
happy moms day,2,Cluster 2,Neutral,Positive
happy mothers day mommas mommas currently wonderful day,2,Cluster 2,Neutral,Positive
happy mothers day moms,2,Cluster 2,Neutral,Positive
happy mothers day mothers,2,Cluster 2,Neutral,Positive
happy mothers day love mom,2,Cluster 2,Neutral,Positive
gives haiku status inspired michelle yuen sun shining perfect day glorious day outside office,2,Cluster 2,Neutral,Positive
happy mothers day mommies therewe love,2,Cluster 2,Neutral,Positive
phew long day havent gotten work yet,2,Cluster 2,Neutral,Neutral
mothers happy mothers day nonmothers happy sunday th may,2,Cluster 2,Neutral,Positive
hundreth update happy mothers day love mum even fuss fighting youre still one,2,Cluster 2,Neutral,Positive
nice day today stuck indoors revising weeks,2,Cluster 2,Neutral,Neutral
month wks till big day csh,2,Cluster 2,Neutral,Neutral
work day,2,Cluster 2,Neutral,Neutral
nope day,2,Cluster 2,Neutral,Neutral
thats makes amazing mother happy mothers day solo luv ya,2,Cluster 2,Neutral,Neutral
happy sunday sunshine frankfurt hope mothers enjoy day,2,Cluster 2,Neutral,Positive
oh nice hope wonderfully relaxing day,2,Cluster 2,Neutral,Positive
headed today shopped mothers day gifts love bbws new scents finished book bought yesterday,2,Cluster 2,Neutral,Neutral
trending topic happy star wars day,2,Cluster 2,Neutral,Positive
dreary rainy crappy day,2,Cluster 2,Neutral,Negative
tired last group day performing interesting one,2,Cluster 2,Neutral,Positive
super massive sandwich mom made last nightohh yummy btw happy mothers day mom,2,Cluster 2,Neutral,Positive
happy star wars day,2,Cluster 2,Neutral,Positive
happy mothers day mum,2,Cluster 2,Neutral,Positive
morning hope good day despite revising,2,Cluster 2,Neutral,Positive
happy mothers day mum love lots month days go month go bby love bash,2,Cluster 2,Neutral,Positive
may th happy star wars day httptinyurlcomcjamjt starwarsday geek dork fb awesome,2,Cluster 2,Neutral,Positive
moving office tomorrow years one sad day,2,Cluster 2,Neutral,Neutral
happy mothers day mang thank love,2,Cluster 2,Neutral,Positive
ready mothers day httptinyurlcomdcgeyv,2,Cluster 2,Neutral,Neutral
heyheyheyy happy star wars day watcha doin friday movie,2,Cluster 2,Neutral,Positive
lovely day yesterday weather great stupid slapton,2,Cluster 2,Neutral,Positive
brother left day,2,Cluster 2,Neutral,Neutral
get day still aint hit love,2,Cluster 2,Neutral,Neutral
good day girl ill call later,2,Cluster 2,Neutral,Positive
omg havent twitter day going thru withdraws,2,Cluster 2,Neutral,Neutral
wishes moms happy blessed mothers day,2,Cluster 2,Neutral,Positive
hot day making tired,2,Cluster 2,Neutral,Neutral
another fools horses marathon day,2,Cluster 2,Neutral,Neutral
dont think would happy,2,Cluster 2,Neutral,Negative
happy mothers day mother list,2,Cluster 2,Neutral,Neutral
days go happy birthday,2,Cluster 2,Neutral,Positive
thanks follow raises hand,2,Cluster 2,Neutral,Positive
im fine thanks wbu,2,Cluster 2,Neutral,Positive
hey luis thanks flash profs code thank cough,2,Cluster 2,Neutral,Neutral
tallblonde hello thanks follow,2,Cluster 2,Neutral,Neutral
thanks,2,Cluster 2,Neutral,Positive
thanks hun next time well go,2,Cluster 2,Neutral,Positive
ah lol okay thanks,2,Cluster 2,Neutral,Positive
thanks morning laugh funny,2,Cluster 2,Neutral,Positive
thanks,2,Cluster 2,Neutral,Positive
oh haha thanks thats something new,2,Cluster 2,Neutral,Positive
thanks heads ethan watching,2,Cluster 2,Neutral,Neutral
thanks shoutin mom today also says thanks,2,Cluster 2,Neutral,Positive
thanks lady,2,Cluster 2,Neutral,Positive
thanks,2,Cluster 2,Neutral,Positive
thanks teflon liver scottish raised whisky,2,Cluster 2,Neutral,Neutral
im good thanks may need youre advice soon im playing new font,2,Cluster 2,Neutral,Neutral
thanks clair havent watched yet,2,Cluster 2,Neutral,Neutral
thanks found already,2,Cluster 2,Neutral,Positive
aww thanks,2,Cluster 2,Neutral,Positive
thanks merrier,2,Cluster 2,Neutral,Positive
thanks follow man,2,Cluster 2,Neutral,Positive
ahhhh soo smart thanks schooling thoughts,2,Cluster 2,Neutral,Positive
wahoo thanks mention others,2,Cluster 2,Neutral,Neutral
thanks follow family photo beautiful happy mothers day wife,2,Cluster 2,Neutral,Positive
thanks ff shoutout stuck extra e name tho link doesnt work,2,Cluster 2,Neutral,Positive
dinner jiulianis family yum,2,Cluster 2,Neutral,Neutral
want cheese fries fontanas,2,Cluster 2,Neutral,Neutral
inspection went fine like house woopee would nice morning could done stuffs today,2,Cluster 2,Neutral,Neutral
ironpython windows mobile nogo compact framework doesnt support reflectionemit,2,Cluster 2,Neutral,Neutral
means trying hard enought,2,Cluster 2,Neutral,Neutral
aww go class day imma weird half day thing cause wan na see,2,Cluster 2,Neutral,Neutral
whats spilling everything,2,Cluster 2,Neutral,Neutral
lame,2,Cluster 2,Neutral,Negative
depressing day today pack leaving ridiculously early tomoro,2,Cluster 2,Neutral,Neutral
yeah super today stupid writing ugh,2,Cluster 2,Neutral,Positive
brought cat specilist may ectopic uritors ultrasound surgury would may need take back humane society,2,Cluster 2,Neutral,Neutral
going bed sleep right,2,Cluster 2,Neutral,Neutral
writing mothers day cards mom aunts amyyyy cant wait mommy,2,Cluster 2,Neutral,Neutral
tvs working wan na watch vhits,2,Cluster 2,Neutral,Neutral
two hours till offer house expires word yet come people sell us house parker colorado,2,Cluster 2,Neutral,Neutral
cleaned four bathrooms afternoonyes go ahead feel sorry melolmine still waiting attention,2,Cluster 2,Neutral,Neutral
argh,2,Cluster 2,Neutral,Neutral
happy birthday husband,2,Cluster 2,Neutral,Positive
going bed watching bit qi wake tomorrow face start last summer bath bit gutted atm home,2,Cluster 2,Neutral,Neutral
would love say tgif working tomorrow,2,Cluster 2,Neutral,Positive
dinner amount dinner ones greater say afternoon snack pack day prob ok,2,Cluster 2,Neutral,Neutral
sold hit cash took tax tips drawer ended dollars short idk cause,2,Cluster 2,Neutral,Neutral
wish could go see ya warped sure tho,2,Cluster 2,Neutral,Neutral
listening monsters,2,Cluster 2,Neutral,Neutral
haha wish could look like little boy,2,Cluster 2,Neutral,Positive
time finished essay sunday woop,2,Cluster 2,Neutral,Neutral
fun chels nicole cried watching benjamin button exciting night must say,2,Cluster 2,Neutral,Positive
dinner appointment tonight,2,Cluster 2,Neutral,Neutral
please give shout boyfriend ron griffin pm show denver hes nosebleeds really shout,2,Cluster 2,Neutral,Neutral
success another paper demolished rock god lives morewell go yes celebrate awesomeness,2,Cluster 2,Neutral,Positive
happy mothers day moms,2,Cluster 2,Neutral,Positive
want go outside play sunshine sit front computer day least lunch patio,2,Cluster 2,Neutral,Neutral
anything,2,Cluster 2,Neutral,Neutral
oops forgot barbecue work today didnt need pack lunch,2,Cluster 2,Neutral,Neutral
rogrio minotouro fight,2,Cluster 2,Neutral,Negative
hurray twin girls born beautiful may day,2,Cluster 2,Neutral,Positive
really need update,2,Cluster 2,Neutral,Neutral
eww r u atm,2,Cluster 2,Neutral,Neutral
think missed tooo,2,Cluster 2,Neutral,Negative
want korean bbq baddd one come,2,Cluster 2,Neutral,Neutral
wondering happened froggies potato farm,2,Cluster 2,Neutral,Neutral
well revise gardening guess hoovering warcraft played week,2,Cluster 2,Neutral,Neutral
yay tell said congrats,2,Cluster 2,Neutral,Positive
dammit guess baby daddy impostor theni kid kid,2,Cluster 2,Neutral,Neutral
huh already shucks,2,Cluster 2,Neutral,Neutral
awesome lunch family dinner inlaws,2,Cluster 2,Neutral,Positive
need wouldve made picture much cooler mine bottle green eeyeathooo,2,Cluster 2,Neutral,Neutral
hiya get picture converse get converse,2,Cluster 2,Neutral,Neutral
itd really hard give chocolate reading chocolate count food,2,Cluster 2,Neutral,Neutral
ill whatev dont anything wear,2,Cluster 2,Neutral,Neutral
cong govt ruling karnataka cauvery wouldnt found mention truly politicians integrity,2,Cluster 2,Neutral,Neutral
asda ready meal dont think ill ever,2,Cluster 2,Neutral,Neutral
